event_time,machine_id,temperature,vibration,rpm
2025-06-19T14:03:01.565226Z,M-005,63.83,0.025,1528
2025-06-19T14:03:02.565226Z,M-003,61.34,0.029,1424
2025-06-19T14:03:03.565226Z,M-005,61.22,0.016,1530
2025-06-19T14:03:04.565226Z,M-005,74.79,0.017,1549
2025-06-19T14:03:05.565226Z,M-004,60.11,0.02,1508
2025-06-19T14:03:06.565226Z,M-004,68.42,0.01,1508
2025-06-19T14:03:07.565226Z,M-004,89.19,0.019,1419
2025-06-19T14:03:08.565226Z,M-001,87.33,0.024,1584
2025-06-19T14:03:09.565226Z,M-003,70.51,0.025,1544
2025-06-19T14:03:10.565226Z,M-005,77.74,0.012,1565
2025-06-19T14:03:11.565226Z,M-003,72.5,0.011,1596
2025-06-19T14:03:12.565226Z,M-004,61.54,0.014,1515
2025-06-19T14:03:13.565226Z,M-004,62.19,0.027,1572
2025-06-19T14:03:14.565226Z,M-002,60.15,0.016,1557
2025-06-19T14:03:15.565226Z,M-002,83.69,0.021,1575
2025-06-19T14:03:16.565226Z,M-004,82.13,0.028,1468
2025-06-19T14:03:17.565226Z,M-003,87.36,0.02,1539
2025-06-19T14:03:18.565226Z,M-003,61.47,0.025,1526
2025-06-19T14:03:19.565226Z,M-001,70.28,0.01,1578
2025-06-19T14:03:20.565226Z,M-005,76.73,0.019,1450
2025-06-19T14:03:21.565226Z,M-001,79.73,0.028,1594
2025-06-19T14:03:22.565226Z,M-001,75.73,0.027,1415
2025-06-19T14:03:23.565226Z,M-002,74.79,0.024,1529
2025-06-19T14:03:24.565226Z,M-001,87.87,0.018,1595
2025-06-19T14:03:25.565226Z,M-003,82.82,0.029,1597
2025-06-19T14:03:26.565226Z,M-004,84.63,0.021,1580
2025-06-19T14:03:27.565226Z,M-003,68.66,0.011,1417
2025-06-19T14:03:28.565226Z,M-002,86.45,0.015,1480
2025-06-19T14:03:29.565226Z,M-003,66.85,0.023,1485
2025-06-19T14:03:30.565226Z,M-002,64.73,0.029,1564
2025-06-19T14:03:31.565226Z,M-001,74.54,0.016,1548
2025-06-19T14:03:32.565226Z,M-001,75.34,0.029,1456
2025-06-19T14:03:33.565226Z,M-004,64.7,0.021,1485
2025-06-19T14:03:34.565226Z,M-005,66.83,0.024,1510
2025-06-19T14:03:35.565226Z,M-001,65.38,0.016,1511
2025-06-19T14:03:36.565226Z,M-005,88.5,0.019,1560
2025-06-19T14:03:37.565226Z,M-003,80.93,0.021,1555
2025-06-19T14:03:38.565226Z,M-005,61.55,0.022,1419
2025-06-19T14:03:39.565226Z,M-001,63.74,0.012,1513
2025-06-19T14:03:40.565226Z,M-004,74.63,0.017,1461
2025-06-19T14:03:41.565226Z,M-002,86.99,0.012,1532
2025-06-19T14:03:42.565226Z,M-004,76.04,0.027,1566
2025-06-19T14:03:43.565226Z,M-003,85.04,0.023,1453
2025-06-19T14:03:44.565226Z,M-001,88.32,0.019,1455
2025-06-19T14:03:45.565226Z,M-002,77.1,0.02,1477
2025-06-19T14:03:46.565226Z,M-005,72.83,0.025,1407
2025-06-19T14:03:47.565226Z,M-001,83.47,0.024,1447
2025-06-19T14:03:48.565226Z,M-003,87.35,0.028,1516
2025-06-19T14:03:49.565226Z,M-001,67.16,0.024,1403
2025-06-19T14:03:50.565226Z,M-001,66.52,0.012,1523
2025-06-19T14:03:51.565226Z,M-002,72.09,0.025,1521
2025-06-19T14:03:52.565226Z,M-001,81.73,0.022,1475
2025-06-19T14:03:53.565226Z,M-002,60.28,0.029,1466
2025-06-19T14:03:54.565226Z,M-004,86.32,0.025,1408
2025-06-19T14:03:55.565226Z,M-004,69.56,0.022,1527
2025-06-19T14:03:56.565226Z,M-005,74.33,0.016,1435
2025-06-19T14:03:57.565226Z,M-004,80.27,0.02,1442
2025-06-19T14:03:58.565226Z,M-001,60.76,0.012,1454
2025-06-19T14:03:59.565226Z,M-005,73.85,0.027,1477
2025-06-19T14:04:00.565226Z,M-001,72.43,0.018,1416
2025-06-19T14:04:01.565226Z,M-005,69.36,0.013,1508
2025-06-19T14:04:02.565226Z,M-005,74.67,0.012,1514
2025-06-19T14:04:03.565226Z,M-001,63.9,0.013,1582
2025-06-19T14:04:04.565226Z,M-003,72.48,0.024,1440
2025-06-19T14:04:05.565226Z,M-004,80.05,0.013,1506
2025-06-19T14:04:06.565226Z,M-001,60.7,0.019,1523
2025-06-19T14:04:07.565226Z,M-001,70.65,0.029,1470
2025-06-19T14:04:08.565226Z,M-002,78.19,0.017,1473
2025-06-19T14:04:09.565226Z,M-001,65.77,0.029,1566
2025-06-19T14:04:10.565226Z,M-001,78.94,0.013,1583
2025-06-19T14:04:11.565226Z,M-001,66.79,0.01,1565
2025-06-19T14:04:12.565226Z,M-002,74.86,0.022,1476
2025-06-19T14:04:13.565226Z,M-005,63.06,0.011,1536
2025-06-19T14:04:14.565226Z,M-005,80.84,0.02,1530
2025-06-19T14:04:15.565226Z,M-003,74.1,0.025,1569
2025-06-19T14:04:16.565226Z,M-003,69.76,0.01,1547
2025-06-19T14:04:17.565226Z,M-003,73.93,0.014,1585
2025-06-19T14:04:18.565226Z,M-002,81.2,0.017,1451
